date,equity
2022-10-26 00:00:00-04:00,99940.0
2022-10-27 00:00:00-04:00,99571.96461690424
2022-10-28 00:00:00-04:00,99941.44941291436
2022-10-31 00:00:00-04:00,99402.38497256902
2022-11-01 00:00:00-04:00,98729.52435932757
2022-11-02 00:00:00-04:00,97109.85929557326
2022-11-03 00:00:00-04:00,96716.6962613733
2022-11-04 00:00:00-04:00,97396.59196074531
2022-11-07 00:00:00-05:00,97244.11595341476
2022-11-08 00:00:00-05:00,97146.29756375964
2022-11-09 00:00:00-05:00,95299.2181295241
2022-11-10 00:00:00-05:00,99310.37487758242
2022-11-11 00:00:00-05:00,100542.84451943652
2022-11-14 00:00:00-05:00,99809.10110629737
2022-11-15 00:00:00-05:00,100280.16230500376
2022-11-16 00:00:00-05:00,99270.97974612386
2022-11-17 00:00:00-05:00,98691.66430019817
2022-11-18 00:00:00-05:00,98269.2766113577
2022-11-21 00:00:00-05:00,97395.92175502476
2022-11-22 00:00:00-05:00,98169.91165606357
2022-11-23 00:00:00-05:00,99431.03723860462
2022-11-25 00:00:00-05:00,99182.73005909155
2022-11-28 00:00:00-05:00,98742.79147512518
2022-11-29 00:00:00-05:00,98293.06035670656
2022-11-30 00:00:00-05:00,100898.28097226802
2022-12-01 00:00:00-05:00,100897.81060172307
2022-12-02 00:00:00-05:00,100621.44048879115
2022-12-05 00:00:00-05:00,99297.12421293062
2022-12-06 00:00:00-05:00,98277.87841342902
2022-12-07 00:00:00-05:00,98036.37988238313
2022-12-08 00:00:00-05:00,98970.34775452345
2022-12-09 00:00:00-05:00,98975.4470592703
2022-12-12 00:00:00-05:00,99111.6625269297
2022-12-13 00:00:00-05:00,99393.34186793139
2022-12-14 00:00:00-05:00,98831.2638307357
2022-12-15 00:00:00-05:00,97827.7532810005
2022-12-16 00:00:00-05:00,96910.37267874711
2022-12-19 00:00:00-05:00,96208.77422924808
2022-12-20 00:00:00-05:00,95417.07257745414
2022-12-21 00:00:00-05:00,95928.0133856292
2022-12-22 00:00:00-05:00,93824.13309922727
2022-12-23 00:00:00-05:00,93762.22032450509
2022-12-27 00:00:00-05:00,91708.62520954674
2022-12-28 00:00:00-05:00,91727.20543349559
2022-12-29 00:00:00-05:00,93355.71517540139
2022-12-30 00:00:00-05:00,93400.64819364122
2023-01-03 00:00:00-05:00,92256.84397880486
2023-01-04 00:00:00-05:00,92530.85488426631
2023-01-05 00:00:00-05:00,91463.75245393028
2023-01-06 00:00:00-05:00,92502.65865597808
2023-01-09 00:00:00-05:00,93756.77408009829
2023-01-10 00:00:00-05:00,94193.39595139239
2023-01-11 00:00:00-05:00,95424.8335876395
2023-01-12 00:00:00-05:00,95883.72281841669
2023-01-13 00:00:00-05:00,96333.95096070893
2023-01-17 00:00:00-05:00,97347.01156405915
2023-01-18 00:00:00-05:00,96723.3978488413
2023-01-19 00:00:00-05:00,95921.59487506309
2023-01-20 00:00:00-05:00,97714.3121024469
2023-01-23 00:00:00-05:00,99333.61275815491
2023-01-24 00:00:00-05:00,99235.91935013098
2023-01-25 00:00:00-05:00,99332.71685855559
2023-01-26 00:00:00-05:00,101180.3090929289
2023-01-27 00:00:00-05:00,102893.4662475721
2023-01-30 00:00:00-05:00,101237.98917256761
2023-01-31 00:00:00-05:00,102306.14385479485
2023-02-01 00:00:00-05:00,103928.99605449122
2023-02-02 00:00:00-05:00,105954.58220747532
2023-02-03 00:00:00-05:00,104608.03320968972
2023-02-06 00:00:00-05:00,104678.67665246196
2023-02-07 00:00:00-05:00,105758.32079364409
2023-02-08 00:00:00-05:00,105767.39878458282
2023-02-09 00:00:00-05:00,105831.40964054858
2023-02-10 00:00:00-05:00,104700.89722790095
